eventID,droneID,startTime,startingPositionX,startingPositionY,startingPositionZ,endingPositionX,endingPositionY,endingPositionZ,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,0.0,10.0,0.0,-9.0,16.0,0.0,10.0,-2,-2,-2,-2
1,1,0.5,2.0,0.0,-7.0,10.0,0.0,10.0,-2,-2,-2,-2
2,2,1.0,10.0,0.0,-9.0,14.0,2.0,10.0,-2,-2,-2,-2
3,3,1.5,6.0,0.0,-7.0,10.0,2.0,10.0,-2,-2,-2,-2
4,4,2.0,10.0,0.0,-9.0,12.0,2.0,10.0,-2,-2,-2,-2
5,5,2.5,0.0,0.0,-9.0,18.0,4.0,10.0,7,[ 5.3332962   1.18517693 -3.37040956],6.4224030020695375,7
6,6,3.0,16.0,0.0,-7.0,0.0,2.0,10.0,9,[13.95140992  0.25607376 -4.82337304],4.5,9
7,7,3.5,6.0,0.0,-9.0,4.0,6.0,10.0,5,[ 5.41624863  1.7512541  -3.45436202],6.4224030020695375,5
8,8,4.0,18.0,0.0,-9.0,18.0,0.0,10.0,-2,-2,-2,-2
9,9,4.5,14.0,0.0,-5.0,4.0,0.0,10.0,6,[14.  0. -5.],4.5,6
10,10,5.0,16.0,0.0,-9.0,16.0,2.0,10.0,-2,-2,-2,-2
11,11,5.5,10.0,0.0,-5.0,16.0,4.0,10.0,-2,-2,-2,-2
12,12,6.0,12.0,0.0,-9.0,2.0,0.0,10.0,-2,-2,-2,-2
13,13,6.5,8.0,0.0,-7.0,8.0,0.0,10.0,-2,-2,-2,-2
14,14,7.0,10.0,0.0,-9.0,0.0,2.0,10.0,-2,-2,-2,-2
15,15,7.5,0.0,0.0,-9.0,14.0,4.0,10.0,-2,-2,-2,-2
16,16,8.0,18.0,0.0,-7.0,8.0,6.0,10.0,-2,-2,-2,-2
17,17,8.5,16.0,0.0,-7.0,6.0,2.0,10.0,-2,-2,-2,-2
18,18,9.0,0.0,0.0,-9.0,2.0,4.0,10.0,-2,-2,-2,-2
19,19,9.5,12.0,0.0,-9.0,12.0,0.0,10.0,-2,-2,-2,-2
20,1,9.894147114027968,16.0,0.0,-7.0,4.0,4.0,10.0,-2,-2,-2,-2
