eventID,droneID,startTime,startingPositionX,startingPositionY,startingPositionZ,endingPositionX,endingPositionY,endingPositionZ,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,0.0,10.0,0.0,-7.0,16.0,0.0,10.0,-2,-2,-2,-2
1,1,0.3333333333333333,16.0,0.0,-9.0,16.0,0.0,10.0,-2,-2,-2,-2
2,2,0.6666666666666666,4.0,0.0,-5.0,4.0,0.0,10.0,-2,-2,-2,-2
3,3,1.0,14.0,0.0,-7.0,12.0,0.0,10.0,-2,-2,-2,-2
4,4,1.3333333333333333,6.0,0.0,-9.0,14.0,2.0,10.0,-2,-2,-2,-2
5,5,1.6666666666666667,8.0,0.0,-7.0,18.0,2.0,10.0,-2,-2,-2,-2
6,6,2.0,0.0,0.0,-7.0,12.0,4.0,10.0,-2,-2,-2,-2
7,7,2.3333333333333335,4.0,0.0,-7.0,18.0,4.0,10.0,12,[ 6.08491291  0.5956894  -4.46832004],4.0,12
8,8,2.6666666666666665,18.0,0.0,-9.0,16.0,4.0,10.0,-2,-2,-2,-2
9,9,3.0,14.0,0.0,-7.0,0.0,4.0,10.0,-2,-2,-2,-2
10,10,3.3333333333333335,16.0,0.0,-9.0,6.0,4.0,10.0,11,[14.50137161  0.59945135 -6.15260606],4.969860234862607,11
11,11,3.6666666666666665,14.0,0.0,-9.0,18.0,6.0,10.0,10,[14.51300771  0.76951156 -6.5632134 ],4.969860234862607,10
12,12,4.0,6.0,0.0,-5.0,2.0,0.0,10.0,7,[ 6.  0. -5.],4.0,7
13,13,4.333333333333333,2.0,0.0,-7.0,16.0,6.0,10.0,-2,-2,-2,-2
14,14,4.666666666666667,10.0,0.0,-9.0,14.0,4.0,10.0,-2,-2,-2,-2
15,15,5.0,0.0,0.0,-9.0,4.0,4.0,10.0,-2,-2,-2,-2
16,16,5.333333333333333,4.0,0.0,-9.0,0.0,6.0,10.0,-2,-2,-2,-2
17,17,5.666666666666667,12.0,0.0,-9.0,6.0,0.0,10.0,-2,-2,-2,-2
18,18,6.0,2.0,0.0,-5.0,10.0,0.0,10.0,-2,-2,-2,-2
19,19,6.333333333333333,14.0,0.0,-5.0,6.0,2.0,10.0,-2,-2,-2,-2
20,20,6.666666666666667,16.0,0.0,-5.0,2.0,2.0,10.0,-2,-2,-2,-2
21,21,7.0,2.0,0.0,-7.0,0.0,0.0,10.0,-2,-2,-2,-2
22,22,7.333333333333333,4.0,0.0,-9.0,14.0,2.0,10.0,-2,-2,-2,-2
23,23,7.666666666666667,16.0,0.0,-5.0,4.0,0.0,10.0,-2,-2,-2,-2
24,24,8.0,18.0,0.0,-9.0,4.0,6.0,10.0,-2,-2,-2,-2
25,2,8.166666666666666,14.0,0.0,-5.0,8.0,6.0,10.0,-2,-2,-2,-2
26,25,8.333333333333334,8.0,0.0,-7.0,8.0,6.0,10.0,-2,-2,-2,-2
27,26,8.666666666666666,0.0,0.0,-7.0,8.0,6.0,10.0,-2,-2,-2,-2
28,27,9.0,2.0,0.0,-5.0,16.0,6.0,10.0,-2,-2,-2,-2
29,0,9.013878188659973,2.0,0.0,-9.0,8.0,0.0,10.0,28,[ 2.19239593  0.         -8.39074622],9.333333333333334,30
30,28,9.333333333333334,2.0,0.0,-9.0,16.0,0.0,10.0,0,[ 2.  0. -9.],9.333333333333334,29
31,3,9.558621384311845,10.0,0.0,-7.0,16.0,2.0,10.0,-2,-2,-2,-2
32,29,9.666666666666666,0.0,0.0,-9.0,0.0,0.0,10.0,-2,-2,-2,-2
