eventID,droneID,startTime,startingPositionX,startingPositionY,startingPositionZ,endingPositionX,endingPositionY,endingPositionZ,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,0.0,4.0,0.0,-7.0,8.0,4.0,10.0,-2,-2,-2,-2
1,1,1.0,14.0,0.0,-5.0,16.0,4.0,10.0,-2,-2,-2,-2
2,2,2.0,14.0,0.0,-9.0,16.0,4.0,10.0,-2,-2,-2,-2
3,3,3.0,6.0,0.0,-7.0,14.0,4.0,10.0,-2,-2,-2,-2
4,4,4.0,2.0,0.0,-9.0,16.0,4.0,10.0,-2,-2,-2,-2
5,5,5.0,8.0,0.0,-5.0,10.0,4.0,10.0,-2,-2,-2,-2
6,6,6.0,8.0,0.0,-5.0,16.0,4.0,10.0,-2,-2,-2,-2
7,7,7.0,0.0,0.0,-7.0,8.0,2.0,10.0,-2,-2,-2,-2
8,8,8.0,16.0,0.0,-9.0,10.0,6.0,10.0,-2,-2,-2,-2
9,1,8.826237921249264,4.0,0.0,-9.0,14.0,6.0,10.0,-2,-2,-2,-2
10,0,8.958236433584458,2.0,0.0,-9.0,6.0,6.0,10.0,-2,-2,-2,-2
11,9,9.0,18.0,0.0,-9.0,4.0,4.0,10.0,-2,-2,-2,-2
12,2,11.759610647971568,2.0,0.0,-9.0,4.0,6.0,10.0,-2,-2,-2,-2
13,3,12.604686356149273,0.0,0.0,-7.0,18.0,2.0,10.0,-2,-2,-2,-2
14,5,12.826237921249264,14.0,0.0,-9.0,8.0,2.0,10.0,-2,-2,-2,-2
15,6,14.73212459828649,4.0,0.0,-7.0,18.0,0.0,10.0,-2,-2,-2,-2
16,4,15.968709203585824,2.0,0.0,-5.0,8.0,4.0,10.0,-2,-2,-2,-2
17,7,16.447221813845594,6.0,0.0,-7.0,10.0,6.0,10.0,-2,-2,-2,-2
18,8,18.404326023342406,12.0,0.0,-7.0,0.0,2.0,10.0,-2,-2,-2,-2
19,0,19.119437150035246,16.0,0.0,-5.0,10.0,4.0,10.0,-2,-2,-2,-2
20,1,19.972986326053242,0.0,0.0,-5.0,14.0,2.0,10.0,-2,-2,-2,-2
21,9,20.968709203585824,16.0,0.0,-9.0,6.0,4.0,10.0,-2,-2,-2,-2
22,2,21.772102845221962,2.0,0.0,-9.0,14.0,0.0,10.0,4,[ 4.68947156  0.         -4.74167003],24.290367692132442,24
23,5,22.838730118499658,0.0,0.0,-9.0,16.0,6.0,10.0,-2,-2,-2,-2
24,4,24.290367692132442,4.0,0.0,-5.0,10.0,6.0,10.0,2,[ 4.  0. -5.],24.290367692132442,22
25,3,25.024428704523494,12.0,0.0,-9.0,4.0,4.0,10.0,-2,-2,-2,-2
26,7,25.680314470155288,6.0,0.0,-9.0,6.0,2.0,10.0,6,[ 6.          0.49354006 -4.31136943],28.037581872108923,27
27,6,25.74348237105911,4.0,0.0,-9.0,12.0,0.0,10.0,7,[ 5.78048274  0.         -4.77135349],28.037581872108923,26
28,0,27.441095638581864,16.0,0.0,-7.0,6.0,2.0,10.0,-2,-2,-2,-2
29,8,28.856598503525845,4.0,0.0,-9.0,12.0,6.0,10.0,-2,-2,-2,-2
30,1,30.280750390097396,0.0,0.0,-7.0,10.0,6.0,10.0,-2,-2,-2,-2
31,9,31.888874037506604,4.0,0.0,-9.0,10.0,2.0,10.0,-2,-2,-2,-2
32,4,32.907211661939485,0.0,0.0,-5.0,14.0,0.0,10.0,-2,-2,-2,-2
33,2,33.00820537234408,16.0,0.0,-9.0,18.0,2.0,10.0,-2,-2,-2,-2
34,7,35.232801057426684,12.0,0.0,-5.0,16.0,2.0,10.0,-2,-2,-2,-2
35,3,35.524428704523494,14.0,0.0,-9.0,2.0,6.0,10.0,-2,-2,-2,-2
36,5,35.615662457680294,16.0,0.0,-5.0,12.0,4.0,10.0,-2,-2,-2,-2
37,6,36.05124643510326,12.0,0.0,-7.0,2.0,2.0,10.0,-2,-2,-2,-2
38,0,37.35320943938137,0.0,0.0,-9.0,6.0,6.0,10.0,-2,-2,-2,-2
39,8,39.59205378031779,2.0,0.0,-7.0,4.0,0.0,10.0,-2,-2,-2,-2
40,1,40.588514454141546,0.0,0.0,-5.0,0.0,2.0,10.0,-2,-2,-2,-2
41,9,41.901366234757,16.0,0.0,-7.0,2.0,0.0,10.0,-2,-2,-2,-2
42,2,42.61289172849335,6.0,0.0,-5.0,0.0,0.0,10.0,-2,-2,-2,-2
43,7,43.05903897867595,18.0,0.0,-5.0,10.0,2.0,10.0,-2,-2,-2,-2
44,4,43.16635392628108,12.0,0.0,-7.0,10.0,4.0,10.0,-2,-2,-2,-2
45,5,43.63127222862099,8.0,0.0,-7.0,10.0,6.0,10.0,-2,-2,-2,-2
46,6,45.96336023590276,0.0,0.0,-9.0,8.0,4.0,10.0,-2,-2,-2,-2
47,3,47.154132054136504,10.0,0.0,-7.0,0.0,0.0,10.0,-2,-2,-2,-2
48,0,47.75753546272377,14.0,0.0,-5.0,6.0,0.0,10.0,-2,-2,-2,-2
49,8,48.15067516462963,18.0,0.0,-7.0,16.0,4.0,10.0,-2,-2,-2,-2
50,1,48.15488742935232,0.0,0.0,-7.0,6.0,2.0,10.0,-2,-2,-2,-2
51,2,50.69063893919511,18.0,0.0,-9.0,18.0,0.0,10.0,-2,-2,-2,-2
52,7,51.61766036298779,12.0,0.0,-9.0,8.0,6.0,10.0,-2,-2,-2,-2
53,4,51.95555184190456,18.0,0.0,-9.0,14.0,2.0,10.0,-2,-2,-2,-2
54,5,52.70045080222952,16.0,0.0,-7.0,8.0,0.0,10.0,-2,-2,-2,-2
55,9,52.91272400752962,10.0,0.0,-5.0,8.0,6.0,10.0,-2,-2,-2,-2
56,0,56.25753546272377,14.0,0.0,-9.0,8.0,2.0,10.0,-2,-2,-2,-2
57,6,56.46336023590276,14.0,0.0,-7.0,2.0,0.0,10.0,-2,-2,-2,-2
58,8,56.93987308025311,0.0,0.0,-7.0,4.0,2.0,10.0,-2,-2,-2,-2
59,3,57.01567351579452,2.0,0.0,-7.0,18.0,6.0,10.0,-2,-2,-2,-2
60,1,57.224066002960846,6.0,0.0,-5.0,6.0,6.0,10.0,-2,-2,-2,-2
61,2,60.19063893919511,2.0,0.0,-7.0,8.0,2.0,10.0,-2,-2,-2,-2
62,9,61.05213430557947,6.0,0.0,-5.0,16.0,6.0,10.0,-2,-2,-2,-2
63,4,61.71516248987613,2.0,0.0,-7.0,12.0,6.0,10.0,-2,-2,-2,-2
64,7,61.77886107943858,4.0,0.0,-9.0,14.0,4.0,10.0,-2,-2,-2,-2
65,5,62.094597916257484,0.0,0.0,-5.0,14.0,2.0,10.0,-2,-2,-2,-2
66,1,65.3018132136626,14.0,0.0,-9.0,16.0,6.0,10.0,-2,-2,-2,-2
67,8,65.72907099587658,2.0,0.0,-7.0,16.0,0.0,10.0,-2,-2,-2,-2
68,0,66.27002765997416,10.0,0.0,-7.0,16.0,4.0,10.0,-2,-2,-2,-2
69,6,66.86768625924518,18.0,0.0,-7.0,14.0,2.0,10.0,-2,-2,-2,-2
70,3,69.06764430898846,16.0,0.0,-9.0,10.0,4.0,10.0,-2,-2,-2,-2
71,2,69.25981751280364,4.0,0.0,-5.0,8.0,2.0,10.0,-2,-2,-2,-2
72,9,70.55213430557947,18.0,0.0,-9.0,8.0,4.0,10.0,7,[16.03401172  0.78639531 -5.26462227],72.69902591335935,75
73,4,72.02292655392029,14.0,0.0,-9.0,6.0,6.0,10.0,-2,-2,-2,-2
74,5,72.40236198030163,4.0,0.0,-7.0,6.0,6.0,10.0,-2,-2,-2,-2
75,7,72.69902591335935,16.0,0.0,-5.0,18.0,0.0,10.0,9,[16.  0. -5.],72.69902591335935,72
76,1,75.314305410913,6.0,0.0,-5.0,16.0,0.0,10.0,0,[ 6.20947133  0.         -4.685793  ],75.50312031628386,77
77,0,75.50312031628386,6.0,0.0,-5.0,12.0,6.0,10.0,1,[ 6.  0. -5.],75.50312031628386,76
78,6,75.65688417486865,8.0,0.0,-7.0,12.0,2.0,10.0,-2,-2,-2,-2
79,8,76.7404287686492,2.0,0.0,-7.0,12.0,6.0,10.0,-2,-2,-2,-2
80,2,77.0860554340529,4.0,0.0,-5.0,14.0,0.0,10.0,-2,-2,-2,-2
81,3,79.22884502543926,2.0,0.0,-7.0,8.0,4.0,10.0,-2,-2,-2,-2
82,7,80.26539888857013,18.0,0.0,-5.0,10.0,2.0,10.0,-2,-2,-2,-2
83,5,81.47154055391016,12.0,0.0,-7.0,12.0,0.0,10.0,9,[12.          0.          2.34721457],86.14514783646806,84
84,9,81.47229913950025,6.0,0.0,-5.0,18.0,2.0,10.0,5,[11.80682242  0.96780374  2.25852802],86.14514783646806,83
85,4,82.75838183071222,12.0,0.0,-9.0,10.0,0.0,10.0,0,[11.71492607  0.         -6.29179765],84.11996428609089,86
86,0,84.11996428609089,12.0,0.0,-7.0,18.0,6.0,10.0,4,[12.  0. -7.],84.11996428609089,85
87,1,84.32818359957297,4.0,0.0,-7.0,0.0,0.0,10.0,-2,-2,-2,-2
88,6,84.44608209049213,4.0,0.0,-5.0,2.0,6.0,10.0,-2,-2,-2,-2
89,2,86.09993362271287,16.0,0.0,-5.0,14.0,0.0,10.0,-2,-2,-2,-2
90,8,87.04819283269335,2.0,0.0,-7.0,8.0,2.0,10.0,-2,-2,-2,-2
91,3,88.46193768174895,10.0,0.0,-5.0,2.0,4.0,10.0,-2,-2,-2,-2
92,7,88.82402027288198,6.0,0.0,-9.0,0.0,6.0,10.0,-2,-2,-2,-2
93,5,89.97154055391016,18.0,0.0,-7.0,0.0,2.0,10.0,-2,-2,-2,-2
94,9,91.12890309741424,8.0,0.0,-9.0,10.0,0.0,10.0,-2,-2,-2,-2
95,4,92.31086841798363,18.0,0.0,-5.0,16.0,6.0,10.0,-2,-2,-2,-2
96,6,92.58549238854198,2.0,0.0,-5.0,16.0,6.0,10.0,-2,-2,-2,-2
97,1,93.06030819785946,10.0,0.0,-7.0,4.0,6.0,10.0,-2,-2,-2,-2
98,0,93.61996428609089,10.0,0.0,-7.0,10.0,4.0,10.0,-2,-2,-2,-2
99,2,93.66630659792365,18.0,0.0,-5.0,0.0,0.0,10.0,-2,-2,-2,-2
100,8,96.11737140630187,10.0,0.0,-7.0,0.0,2.0,10.0,-2,-2,-2,-2
101,3,97.19406228003544,14.0,0.0,-7.0,4.0,2.0,10.0,-2,-2,-2,-2
102,7,99.22834629622439,4.0,0.0,-5.0,12.0,4.0,10.0,-2,-2,-2,-2
103,4,100.45027871603348,2.0,0.0,-9.0,6.0,0.0,10.0,0,[4.73388597 0.         3.98595837],107.08558668304659,105
104,9,100.68138968468564,6.0,0.0,-5.0,2.0,4.0,10.0,-2,-2,-2,-2
105,0,102.35208888437738,6.0,0.0,-5.0,4.0,0.0,10.0,4,[4.74880664 0.         4.38395017],107.08558668304659,103
106,5,102.39128290228439,16.0,0.0,-9.0,0.0,6.0,10.0,-2,-2,-2,-2
107,1,102.56030819785946,10.0,0.0,-5.0,14.0,0.0,10.0,-2,-2,-2,-2
108,6,103.27427155175795,14.0,0.0,-7.0,12.0,0.0,10.0,-2,-2,-2,-2
109,2,105.38168111178364,0.0,0.0,-5.0,4.0,6.0,10.0,-2,-2,-2,-2
110,8,106.02948520710137,14.0,0.0,-5.0,10.0,6.0,10.0,-2,-2,-2,-2
111,3,107.10617608083494,8.0,0.0,-9.0,2.0,6.0,10.0,-2,-2,-2,-2
112,7,107.96047089451088,6.0,0.0,-5.0,4.0,4.0,10.0,-2,-2,-2,-2
