eventID,droneID,startTime,startingPositionX,startingPositionY,startingPositionZ,endingPositionX,endingPositionY,endingPositionZ,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,0.0,4.0,0.0,-9.0,4.0,0.0,10.0,-2,-2,-2,-2
1,1,0.5,0.0,0.0,-9.0,12.0,4.0,10.0,4,[ 1.95650466  0.65216822 -5.90220096],2.360752050479334,4
2,2,1.0,2.0,0.0,-5.0,10.0,4.0,10.0,-2,-2,-2,-2
3,3,1.5,10.0,0.0,-5.0,8.0,0.0,10.0,-2,-2,-2,-2
4,4,2.0,2.0,0.0,-7.0,0.0,2.0,10.0,1,[ 1.91626817  0.08373183 -6.28827946],2.360752050479334,1
5,5,2.5,2.0,0.0,-9.0,12.0,0.0,10.0,6,[ 3.85091092  0.         -5.48326924],4.487037145616111,6
6,6,3.0,4.0,0.0,-9.0,4.0,4.0,10.0,5,[ 4.          0.61269048 -6.08972024],4.487037145616111,5
7,7,3.5,10.0,0.0,-9.0,16.0,0.0,10.0,-2,-2,-2,-2
8,8,4.0,18.0,0.0,-9.0,14.0,2.0,10.0,-2,-2,-2,-2
9,9,4.5,2.0,0.0,-7.0,0.0,0.0,10.0,-2,-2,-2,-2
10,10,5.0,2.0,0.0,-9.0,10.0,4.0,10.0,-2,-2,-2,-2
11,11,5.5,4.0,0.0,-9.0,18.0,4.0,10.0,-2,-2,-2,-2
12,12,6.0,18.0,0.0,-7.0,0.0,0.0,10.0,-2,-2,-2,-2
13,13,6.5,2.0,0.0,-7.0,4.0,4.0,10.0,-2,-2,-2,-2
14,14,7.0,18.0,0.0,-5.0,16.0,6.0,10.0,-2,-2,-2,-2
15,15,7.5,16.0,0.0,-7.0,0.0,4.0,10.0,-2,-2,-2,-2
16,16,8.0,10.0,0.0,-7.0,0.0,6.0,10.0,-2,-2,-2,-2
17,17,8.5,2.0,0.0,-5.0,12.0,2.0,10.0,-2,-2,-2,-2
18,18,9.0,6.0,0.0,-7.0,2.0,2.0,10.0,-2,-2,-2,-2
19,3,9.06637297521078,0.0,0.0,-9.0,14.0,4.0,10.0,0,[ 5.76516807  1.64719088 -1.17584333],13.995060131380258,21
20,19,9.5,4.0,0.0,-7.0,12.0,2.0,10.0,-2,-2,-2,-2
21,0,9.5,10.0,0.0,-9.0,0.0,2.0,10.0,3,[ 5.83093156  0.83381369 -1.07876996],13.995060131380258,19
22,2,9.73212459828649,12.0,0.0,-5.0,12.0,0.0,10.0,-2,-2,-2,-2
23,4,10.616843969807043,12.0,0.0,-7.0,14.0,2.0,10.0,-2,-2,-2,-2
24,1,11.912712210513327,8.0,0.0,-7.0,18.0,2.0,10.0,-2,-2,-2,-2
25,6,12.7082439194738,12.0,0.0,-7.0,0.0,0.0,10.0,-2,-2,-2,-2
26,9,13.058621384311845,16.0,0.0,-7.0,18.0,0.0,10.0,-2,-2,-2,-2
27,5,13.235455276791944,6.0,0.0,-5.0,4.0,4.0,10.0,-2,-2,-2,-2
28,7,13.462429422585638,4.0,0.0,-5.0,18.0,4.0,10.0,-2,-2,-2,-2
29,8,13.759610647971568,6.0,0.0,-9.0,4.0,4.0,10.0,-2,-2,-2,-2
30,14,15.139410298049853,0.0,0.0,-5.0,18.0,0.0,10.0,-2,-2,-2,-2
31,13,15.289197915623474,4.0,0.0,-9.0,16.0,2.0,10.0,-2,-2,-2,-2
32,10,15.5,8.0,0.0,-5.0,6.0,6.0,10.0,-2,-2,-2,-2
33,2,17.23212459828649,8.0,0.0,-7.0,0.0,2.0,10.0,-2,-2,-2,-2
34,11,17.468709203585824,2.0,0.0,-9.0,8.0,2.0,10.0,-2,-2,-2,-2
35,17,17.569178573608525,18.0,0.0,-7.0,14.0,6.0,10.0,-2,-2,-2,-2
36,18,17.789197915623475,14.0,0.0,-9.0,6.0,2.0,10.0,-2,-2,-2,-2
37,16,18.30776406404415,16.0,0.0,-7.0,18.0,2.0,10.0,-2,-2,-2,-2
38,12,18.379418403139947,14.0,0.0,-7.0,14.0,6.0,10.0,-2,-2,-2,-2
39,19,18.947221813845594,8.0,0.0,-5.0,2.0,6.0,10.0,-2,-2,-2,-2
40,4,19.233687939614086,10.0,0.0,-9.0,10.0,0.0,10.0,5,[10.         0.        -1.8692191],22.799078387693648,44
41,15,19.34271928232701,14.0,0.0,-7.0,6.0,2.0,10.0,-2,-2,-2,-2
42,0,20.281929326423914,4.0,0.0,-9.0,10.0,0.0,10.0,-2,-2,-2,-2
43,3,21.035082178796603,14.0,0.0,-7.0,16.0,4.0,10.0,-2,-2,-2,-2
44,5,21.06169319804121,8.0,0.0,-5.0,18.0,0.0,10.0,4,[ 9.92745581  0.         -2.10881628],22.799078387693648,40
45,9,21.61724276862369,12.0,0.0,-7.0,0.0,6.0,10.0,-2,-2,-2,-2
46,1,21.82482601131283,18.0,0.0,-9.0,0.0,0.0,10.0,-2,-2,-2,-2
47,6,23.112569942816208,14.0,0.0,-7.0,8.0,0.0,10.0,-2,-2,-2,-2
48,8,23.519221295943137,2.0,0.0,-7.0,8.0,2.0,10.0,-2,-2,-2,-2
49,10,23.639410298049853,14.0,0.0,-9.0,6.0,4.0,10.0,-2,-2,-2,-2
50,7,23.914701902769075,14.0,0.0,-7.0,2.0,6.0,10.0,-2,-2,-2,-2
51,13,26.56971208830195,2.0,0.0,-9.0,16.0,2.0,10.0,-2,-2,-2,-2
