eventID,droneID,startTime,startingPositionX,startingPositionY,startingPositionZ,endingPositionX,endingPositionY,endingPositionZ,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,0.0,18.0,0.0,-9.0,8.0,0.0,10.0,-2,-2,-2,-2
1,1,1.0,6.0,0.0,-7.0,2.0,4.0,10.0,-2,-2,-2,-2
2,2,2.0,14.0,0.0,-7.0,4.0,0.0,10.0,-2,-2,-2,-2
3,3,3.0,10.0,0.0,-5.0,10.0,4.0,10.0,-2,-2,-2,-2
4,4,4.0,18.0,0.0,-7.0,8.0,2.0,10.0,-2,-2,-2,-2
5,5,5.0,14.0,0.0,-5.0,12.0,0.0,10.0,-2,-2,-2,-2
6,6,6.0,4.0,0.0,-5.0,8.0,6.0,10.0,-2,-2,-2,-2
7,7,7.0,0.0,0.0,-5.0,0.0,2.0,10.0,-2,-2,-2,-2
8,8,8.0,0.0,0.0,-9.0,6.0,4.0,10.0,-2,-2,-2,-2
9,9,9.0,2.0,0.0,-9.0,2.0,2.0,10.0,1,[ 2.          0.2048815  -7.05362579],9.978563872240365,10
10,1,9.958236433584458,2.0,0.0,-7.0,16.0,2.0,10.0,9,[ 2.02573868e+00  3.67695420e-03 -6.96874589e+00],9.978563872240365,9
11,0,10.735455276791944,8.0,0.0,-5.0,0.0,6.0,10.0,-2,-2,-2,-2
12,3,10.762087348130013,2.0,0.0,-7.0,14.0,4.0,10.0,-2,-2,-2,-2
13,2,11.86154146165801,10.0,0.0,-9.0,8.0,2.0,10.0,-2,-2,-2,-2
14,5,12.56637297521078,4.0,0.0,-9.0,12.0,2.0,10.0,-2,-2,-2,-2
15,4,13.912113800799505,16.0,0.0,-5.0,8.0,0.0,10.0,-2,-2,-2,-2
16,6,14.32165848854662,0.0,0.0,-7.0,14.0,6.0,10.0,-2,-2,-2,-2
17,7,14.56637297521078,10.0,0.0,-5.0,14.0,4.0,10.0,-2,-2,-2,-2
18,8,18.161200716450786,0.0,0.0,-9.0,4.0,6.0,10.0,-2,-2,-2,-2
19,9,18.5524865872714,16.0,0.0,-9.0,18.0,0.0,10.0,-2,-2,-2,-2
20,0,19.74933346545192,2.0,0.0,-5.0,6.0,2.0,10.0,-2,-2,-2,-2
21,1,21.01490862733245,12.0,0.0,-9.0,8.0,0.0,10.0,4,[8.85954793 0.         5.91714734],28.636977311389423,24
22,3,21.35689739833856,16.0,0.0,-5.0,4.0,0.0,10.0,-2,-2,-2,-2
23,2,21.466227817807283,18.0,0.0,-7.0,14.0,0.0,10.0,-2,-2,-2,-2
24,4,22.412113800799503,16.0,0.0,-5.0,6.0,0.0,10.0,1,[9.09413398 0.         5.35879903],28.636977311389423,21
25,7,22.58198274615148,8.0,0.0,-5.0,0.0,2.0,10.0,-2,-2,-2,-2
26,5,22.922530563814767,10.0,0.0,-9.0,4.0,4.0,10.0,-2,-2,-2,-2
27,6,25.734370699059944,18.0,0.0,-5.0,2.0,6.0,10.0,-2,-2,-2,-2
28,0,27.575571386701185,14.0,0.0,-9.0,16.0,4.0,10.0,-2,-2,-2,-2
29,9,28.1049731745428,0.0,0.0,-7.0,18.0,6.0,10.0,-2,-2,-2,-2
30,8,28.32240143290157,18.0,0.0,-7.0,4.0,2.0,10.0,-2,-2,-2,-2
31,2,30.198352416093773,0.0,0.0,-5.0,16.0,4.0,10.0,-2,-2,-2,-2
32,1,30.723152546806247,2.0,0.0,-9.0,8.0,0.0,10.0,7,[ 2.80976665  0.         -6.43573893],32.06769307101569,34
33,3,30.961583754487833,0.0,0.0,-5.0,2.0,4.0,10.0,-2,-2,-2,-2
34,7,31.140604130463323,2.0,0.0,-7.0,18.0,0.0,10.0,1,[ 3.27078807  0.         -5.64978768],32.06769307101569,32
35,4,31.425991989459476,2.0,0.0,-9.0,4.0,4.0,10.0,-2,-2,-2,-2
36,5,33.08373128026555,10.0,0.0,-9.0,6.0,0.0,10.0,-2,-2,-2,-2
37,6,37.10318769996202,12.0,0.0,-5.0,0.0,0.0,10.0,-2,-2,-2,-2
38,0,37.335182034672755,8.0,0.0,-9.0,18.0,4.0,10.0,-2,-2,-2,-2
39,3,38.7878216757371,0.0,0.0,-9.0,8.0,2.0,10.0,-2,-2,-2,-2
40,8,39.379073626649564,8.0,0.0,-5.0,10.0,0.0,10.0,-2,-2,-2,-2
41,1,40.68558196939188,16.0,0.0,-9.0,14.0,4.0,10.0,-2,-2,-2,-2
42,9,40.84271237739979,18.0,0.0,-7.0,14.0,6.0,10.0,-2,-2,-2,-2
43,4,41.185602637431046,12.0,0.0,-9.0,16.0,4.0,10.0,-2,-2,-2,-2
44,2,41.34510082089775,12.0,0.0,-7.0,10.0,2.0,10.0,-2,-2,-2,-2
45,5,42.791975199739355,12.0,0.0,-7.0,12.0,2.0,10.0,-2,-2,-2,-2
46,7,42.813221660392074,18.0,0.0,-5.0,16.0,6.0,10.0,-2,-2,-2,-2
47,6,46.707874056111294,12.0,0.0,-5.0,6.0,2.0,10.0,-2,-2,-2,-2
48,8,46.94544660186034,12.0,0.0,-7.0,10.0,0.0,10.0,-2,-2,-2,-2
49,0,48.255346868593534,14.0,0.0,-9.0,10.0,4.0,10.0,-2,-2,-2,-2
50,3,49.14397926434109,12.0,0.0,-9.0,14.0,0.0,10.0,5,[12.46199852  0.         -4.61101409],51.3505965840512,56
51,2,49.96194479070479,16.0,0.0,-7.0,4.0,4.0,10.0,-2,-2,-2,-2
52,9,50.075805033709486,10.0,0.0,-9.0,18.0,6.0,10.0,-2,-2,-2,-2
53,1,50.44519261736345,2.0,0.0,-7.0,14.0,0.0,10.0,-2,-2,-2,-2
54,7,50.95263195844193,18.0,0.0,-5.0,18.0,2.0,10.0,-2,-2,-2,-2
55,4,51.09771643823055,8.0,0.0,-5.0,2.0,4.0,10.0,-2,-2,-2,-2
56,5,51.3505965840512,12.0,0.0,-5.0,12.0,0.0,10.0,3,[12.  0. -5.],51.3505965840512,50
57,6,54.84728435416115,8.0,0.0,-7.0,2.0,0.0,10.0,-2,-2,-2,-2
58,8,55.50406798617219,0.0,0.0,-9.0,0.0,0.0,10.0,-2,-2,-2,-2
59,0,58.16746066939304,14.0,0.0,-7.0,0.0,0.0,10.0,3,[10.1198471   0.         -2.28838576],61.219300085184564,61
60,7,58.5190049336527,6.0,0.0,-5.0,12.0,4.0,10.0,-2,-2,-2,-2
61,3,58.69646585161249,10.0,0.0,-7.0,10.0,0.0,10.0,0,[10.          0.         -1.95433153],61.219300085184564,59
62,5,58.8505965840512,18.0,0.0,-5.0,0.0,2.0,10.0,4,[10.34018802  0.85109022  1.38317665],63.85414578049104,63
63,4,59.41937492677717,6.0,0.0,-7.0,16.0,2.0,10.0,5,[10.47409195  0.89481839  0.60595631],63.85414578049104,62
64,2,60.556754840913335,4.0,0.0,-7.0,10.0,0.0,10.0,-2,-2,-2,-2
65,9,60.81126031050143,0.0,0.0,-7.0,8.0,4.0,10.0,-2,-2,-2,-2
66,1,60.84951864070586,12.0,0.0,-7.0,8.0,6.0,10.0,-2,-2,-2,-2
67,6,63.86116254282112,6.0,0.0,-9.0,4.0,2.0,10.0,8,[5.02061935 0.97938065 0.30411618],68.56448453051405,68
68,8,65.00406798617219,0.0,0.0,-5.0,14.0,0.0,10.0,6,[4.85867437 0.         0.20572254],68.56448453051405,67
69,7,66.84066342219933,12.0,0.0,-5.0,12.0,6.0,10.0,-2,-2,-2,-2
70,3,67.19646585161249,0.0,0.0,-7.0,8.0,6.0,10.0,-2,-2,-2,-2
71,0,69.17881844216566,16.0,0.0,-7.0,6.0,4.0,10.0,-2,-2,-2,-2
72,4,69.33148872757667,10.0,0.0,-7.0,10.0,0.0,10.0,-2,-2,-2,-2
73,2,69.57063302957332,4.0,0.0,-7.0,16.0,4.0,10.0,-2,-2,-2,-2
74,1,70.08261129701555,2.0,0.0,-5.0,6.0,6.0,10.0,-2,-2,-2,-2
75,9,70.41594666665071,14.0,0.0,-7.0,8.0,6.0,10.0,-2,-2,-2,-2
76,5,70.60857260035606,4.0,0.0,-9.0,12.0,6.0,10.0,-2,-2,-2,-2
77,6,73.46584889897039,12.0,0.0,-9.0,12.0,6.0,10.0,-2,-2,-2,-2
78,7,74.91841063290109,16.0,0.0,-7.0,6.0,4.0,10.0,8,[11.14497391  1.94201043  1.25354435],79.80368639530057,79
