eventID,droneID,startTime,startingPositionX,startingPositionY,startingPositionZ,endingPositionX,endingPositionY,endingPositionZ,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,0.0,6.0,0.0,-5.0,12.0,2.0,10.0,-2,-2,-2,-2
1,1,0.3333333333333333,18.0,0.0,-7.0,4.0,4.0,10.0,-2,-2,-2,-2
2,2,0.6666666666666666,2.0,0.0,-5.0,14.0,0.0,10.0,-2,-2,-2,-2
3,3,1.0,0.0,0.0,-7.0,2.0,2.0,10.0,-2,-2,-2,-2
4,4,1.3333333333333333,16.0,0.0,-9.0,6.0,0.0,10.0,-2,-2,-2,-2
5,5,1.6666666666666667,10.0,0.0,-5.0,12.0,4.0,10.0,-2,-2,-2,-2
6,6,2.0,16.0,0.0,-7.0,8.0,0.0,10.0,10,[8.42106286 0.         9.10524142],10.899706308544111,10
7,7,2.3333333333333335,4.0,0.0,-9.0,2.0,4.0,10.0,-2,-2,-2,-2
8,8,2.6666666666666665,0.0,0.0,-9.0,0.0,2.0,10.0,-2,-2,-2,-2
9,9,3.0,8.0,0.0,-9.0,8.0,4.0,10.0,12,[8.         2.02096014 0.59956069],7.904993509360046,12
10,10,3.3333333333333335,6.0,0.0,-5.0,8.0,0.0,10.0,6,[ 8.  0. 10.],10.899706308544111,6
11,11,3.6666666666666665,14.0,0.0,-7.0,10.0,2.0,10.0,-2,-2,-2,-2
12,12,4.0,4.0,0.0,-5.0,14.0,6.0,10.0,9,[8.11051948 2.46631169 1.16577923],7.904993509360046,9
13,13,4.333333333333333,6.0,0.0,-9.0,6.0,2.0,10.0,-2,-2,-2,-2
14,14,4.666666666666667,8.0,0.0,-9.0,10.0,6.0,10.0,-2,-2,-2,-2
15,15,5.0,12.0,0.0,-7.0,18.0,2.0,10.0,-2,-2,-2,-2
16,16,5.333333333333333,0.0,0.0,-7.0,6.0,4.0,10.0,-2,-2,-2,-2
17,17,5.666666666666667,14.0,0.0,-5.0,14.0,4.0,10.0,-2,-2,-2,-2
18,18,6.0,10.0,0.0,-5.0,14.0,4.0,10.0,-2,-2,-2,-2
19,19,6.333333333333333,0.0,0.0,-9.0,8.0,2.0,10.0,22,[ 1.43349257  0.35837314 -5.59545514],8.189017703685288,22
20,20,6.666666666666667,14.0,0.0,-9.0,16.0,6.0,10.0,-2,-2,-2,-2
21,21,7.0,2.0,0.0,-7.0,6.0,6.0,10.0,-2,-2,-2,-2
22,22,7.333333333333333,0.0,0.0,-7.0,18.0,6.0,10.0,19,[ 1.20918779  0.4030626  -5.85798931],8.189017703685288,19
23,23,7.666666666666667,14.0,0.0,-5.0,10.0,6.0,10.0,-2,-2,-2,-2
24,24,8.0,0.0,0.0,-7.0,0.0,2.0,10.0,-2,-2,-2,-2
25,0,8.139410298049853,6.0,0.0,-7.0,8.0,6.0,10.0,-2,-2,-2,-2
26,25,8.333333333333334,6.0,0.0,-9.0,14.0,0.0,10.0,-2,-2,-2,-2
27,26,8.666666666666666,16.0,0.0,-9.0,0.0,4.0,10.0,-2,-2,-2,-2
28,27,9.0,10.0,0.0,-5.0,12.0,6.0,10.0,-2,-2,-2,-2
29,28,9.333333333333334,6.0,0.0,-9.0,0.0,0.0,10.0,-2,-2,-2,-2
30,5,9.49290458791593,8.0,0.0,-5.0,16.0,2.0,10.0,-2,-2,-2,-2
31,3,9.616843969807043,18.0,0.0,-9.0,2.0,6.0,10.0,-2,-2,-2,-2
32,29,9.666666666666666,4.0,0.0,-7.0,10.0,2.0,10.0,-2,-2,-2,-2
33,2,10.271353022815939,18.0,0.0,-7.0,10.0,6.0,10.0,-2,-2,-2,-2
34,10,10.899706308544111,0.0,0.0,-9.0,16.0,2.0,10.0,-2,-2,-2,-2
35,6,11.394147114027968,16.0,0.0,-7.0,12.0,6.0,10.0,-2,-2,-2,-2
36,1,11.52484797613303,0.0,0.0,-5.0,2.0,2.0,10.0,-2,-2,-2,-2
37,4,12.068788610125278,18.0,0.0,-7.0,16.0,2.0,10.0,-2,-2,-2,-2
38,7,12.092943981304902,0.0,0.0,-5.0,2.0,4.0,10.0,-2,-2,-2,-2
39,8,12.219153253938066,12.0,0.0,-9.0,12.0,6.0,10.0,-2,-2,-2,-2
40,11,12.45586458229014,10.0,0.0,-5.0,12.0,4.0,10.0,-2,-2,-2,-2
41,9,12.7082439194738,0.0,0.0,-7.0,18.0,4.0,10.0,-2,-2,-2,-2
42,17,13.428754014796679,8.0,0.0,-5.0,10.0,4.0,10.0,-2,-2,-2,-2
43,12,13.5,18.0,0.0,-9.0,4.0,4.0,10.0,-2,-2,-2,-2
44,13,13.885819920604732,6.0,0.0,-5.0,18.0,6.0,10.0,-2,-2,-2,-2
45,18,14.0156097709407,16.0,0.0,-5.0,10.0,4.0,10.0,-2,-2,-2,-2
46,15,14.069178573608527,18.0,0.0,-9.0,4.0,4.0,10.0,-2,-2,-2,-2
47,16,14.566425989643026,4.0,0.0,-7.0,4.0,2.0,10.0,-2,-2,-2,-2
48,14,14.67915886391706,16.0,0.0,-5.0,2.0,2.0,10.0,-2,-2,-2,-2
49,23,15.988325155213285,14.0,0.0,-5.0,6.0,2.0,10.0,-2,-2,-2,-2
50,21,16.233092656309694,0.0,0.0,-5.0,8.0,0.0,10.0,-2,-2,-2,-2
51,24,16.558621384311845,18.0,0.0,-5.0,10.0,2.0,10.0,-2,-2,-2,-2
52,20,16.67915886391706,4.0,0.0,-9.0,18.0,2.0,10.0,-2,-2,-2,-2
53,19,16.689490921937324,8.0,0.0,-7.0,4.0,2.0,10.0,-2,-2,-2,-2
54,27,17.139410298049853,14.0,0.0,-5.0,0.0,0.0,10.0,-2,-2,-2,-2
55,0,17.208588871658378,4.0,0.0,-5.0,0.0,4.0,10.0,-2,-2,-2,-2
56,5,18.051525972227775,4.0,0.0,-9.0,16.0,0.0,10.0,-2,-2,-2,-2
57,25,18.641097397377486,10.0,0.0,-5.0,18.0,0.0,10.0,-2,-2,-2,-2
58,29,18.735845240275193,4.0,0.0,-9.0,16.0,0.0,10.0,-2,-2,-2,-2
59,1,19.157016737369904,18.0,0.0,-9.0,6.0,6.0,10.0,11,[7.03477008 5.48261496 8.36161405],29.78388100233688,64
60,28,19.29576275591897,12.0,0.0,-9.0,14.0,2.0,10.0,-2,-2,-2,-2
61,7,19.919181902554165,12.0,0.0,-9.0,16.0,2.0,10.0,-2,-2,-2,-2
62,22,20.07107253619033,6.0,0.0,-9.0,16.0,4.0,10.0,-2,-2,-2,-2
63,2,20.13289448447395,0.0,0.0,-7.0,12.0,0.0,10.0,-2,-2,-2,-2
64,11,20.282102503539406,0.0,0.0,-9.0,8.0,6.0,10.0,1,[7.08067111 5.31050333 7.81659388],29.78388100233688,59
65,6,20.62723977033766,8.0,0.0,-5.0,18.0,0.0,10.0,-2,-2,-2,-2
66,4,20.68563257993232,12.0,0.0,-5.0,10.0,4.0,10.0,-2,-2,-2,-2
67,26,21.24641229207579,18.0,0.0,-7.0,10.0,2.0,10.0,-2,-2,-2,-2
68,17,21.254991936045943,16.0,0.0,-7.0,0.0,0.0,10.0,-2,-2,-2,-2
69,8,22.181582676523703,0.0,0.0,-5.0,6.0,4.0,10.0,-2,-2,-2,-2
